"","Suburb","Bathroom","Car","Bedroom","med_price"
"2245","Mordialloc",1,1,1,309000
"2246","Mordialloc",2,2,3,1238500
"2247","Mordialloc",2,2,4,1170000
"2248","Mordialloc",3,2,4,1425000
"2249","Mordialloc",3,2,5,1300000
"2250","Mount Evelyn",1,0,3,515000
"2251","Mount Evelyn",1,4,3,620000
"2252","Mount Evelyn",2,0,4,655000
"2253","Mount Waverley",1,1,1,1820000
"2254","Mount Waverley",1,1,2,611000
"2255","Mount Waverley",1,1,3,1586000
"2256","Mount Waverley",1,2,3,1392500
"2257","Mount Waverley",1,3,4,1335000
"2258","Mount Waverley",1,4,3,1200000
"2259","Mount Waverley",2,1,3,1028800
"2260","Mount Waverley",2,1,4,1652500
"2261","Mount Waverley",2,2,3,1035000
"2262","Mount Waverley",2,2,4,1450000
"2263","Mount Waverley",2,2,5,1760000
"2264","Mount Waverley",2,2,6,1840000
"2265","Mount Waverley",3,2,4,1540000
"2266","Mount Waverley",3,2,5,1300000
"2267","Mount Waverley",3,4,4,1650000
"2268","Mount Waverley",4,2,4,940000
"2269","Mount Waverley",5,2,5,2489000
"2270","Mulgrave",1,1,3,4912500
"2271","Mulgrave",1,2,3,865000
"2272","Mulgrave",1,3,4,845000
"2273","Mulgrave",2,0,4,1e+06
"2274","Mulgrave",2,1,3,650000
"2275","Mulgrave",2,1,5,960000
"2276","Mulgrave",2,2,3,842000
"2277","Mulgrave",2,2,4,1100000
"2278","Mulgrave",2,3,3,940000
"2279","Mulgrave",2,4,4,902000
"2280","Mulgrave",3,2,4,965000
"2281","Murrumbeena",1,1,1,295000
"2282","Murrumbeena",1,1,2,740000
"2283","Murrumbeena",1,1,3,1385594
"2284","Murrumbeena",1,1,4,603000
"2285","Murrumbeena",1,2,2,680000
"2286","Murrumbeena",1,2,3,1430000
"2287","Murrumbeena",1,2,4,1920000
"2288","Murrumbeena",2,1,2,586000
"2289","Murrumbeena",2,1,3,975000
"2290","Murrumbeena",2,1,4,1820000
"2291","Murrumbeena",2,2,2,605000
"2292","Murrumbeena",2,2,3,1130000
"2293","Murrumbeena",2,2,4,1610000
"2294","Murrumbeena",2,2,5,1300000
"2295","Murrumbeena",3,2,4,1100000
"2296","Narre Warren",2,1,3,495000
"2297","Narre Warren",2,2,3,628500
"2298","Narre Warren",2,2,4,792500
"2299","Newport",1,0,1,643700
"2300","Newport",1,0,2,893000
"2301","Newport",1,0,3,999000
"2302","Newport",1,0,4,1210000
"2303","Newport",1,1,1,568000
"2304","Newport",1,1,2,736500
"2305","Newport",1,1,3,1090000
"2306","Newport",1,1,4,1115000
"2307","Newport",1,2,2,838000
"2308","Newport",1,2,3,995000
"2309","Newport",1,2,4,710000
"2310","Newport",1,3,3,1133750
"2311","Newport",1,3,4,1260000
"2312","Newport",1,4,4,1650000
"2313","Newport",1,5,2,1151000
"2314","Newport",2,1,2,697900
"2315","Newport",2,1,3,870000
"2316","Newport",2,1,4,1150000
"2317","Newport",2,1,5,1570000
"2318","Newport",2,2,3,962000
"2319","Newport",2,2,4,1325000
"2320","Newport",2,2,5,1265000
"2321","Newport",2,3,3,1100000
"2322","Newport",2,3,4,1948500
"2323","Newport",2,3,5,1680000
"2324","Newport",2,4,4,956000
"2325","Newport",2,4,6,881000
"2326","Newport",2,7,5,1820000
"2327","Newport",3,1,4,1620000
"2328","Newport",3,2,4,1082000
"2329","Newport",3,3,4,930000
"2330","Niddrie",1,1,1,325000
"2331","Niddrie",1,1,2,1275000
"2332","Niddrie",1,1,3,1003000
"2333","Niddrie",1,2,2,8e+05
"2334","Niddrie",1,2,4,950000
"2335","Niddrie",1,4,3,1243000
"2336","Niddrie",1,5,3,920000
"2337","Niddrie",2,1,2,658500
"2338","Niddrie",2,1,3,820000
"2339","Niddrie",2,1,4,1006000
"2340","Niddrie",2,2,3,820000
"2341","Niddrie",2,2,4,1233500
"2342","Niddrie",3,1,4,1250000
"2343","Niddrie",3,2,3,955000
"2344","Niddrie",3,2,4,1345000
"2345","Niddrie",3,3,4,1245000
"2346","Niddrie",3,4,4,1050000
"2347","Noble Park",1,1,3,685500
"2348","Noble Park",1,2,3,660000
"2349","Noble Park",1,3,2,445000
"2350","Noble Park",1,4,3,730000
"2351","Noble Park",1,6,3,627500
"2352","Noble Park",2,2,3,742500
"2353","Noble Park",2,4,4,805000
"2354","North Melbourne",1,0,2,1126000
"2355","North Melbourne",1,0,3,1340000
"2356","North Melbourne",1,1,1,368000
"2357","North Melbourne",1,1,2,573567
"2358","North Melbourne",1,1,3,1385000
"2359","North Melbourne",1,2,2,578027.5
"2360","North Melbourne",2,0,2,1010000
"2361","North Melbourne",2,0,3,1385000
"2362","North Melbourne",2,1,2,720000
"2363","North Melbourne",2,1,3,1325000
"2364","North Melbourne",2,2,3,1270000
"2365","North Melbourne",3,4,4,2920000
"2366","North Warrandyte",1,2,2,698000
"2367","North Warrandyte",2,0,4,902000
"2368","North Warrandyte",3,4,5,1550000
"2369","Northcote",1,0,1,385000
"2370","Northcote",1,0,2,1101000
"2371","Northcote",1,0,3,1387000
"2372","Northcote",1,1,1,4e+05
"2373","Northcote",1,1,2,925000
"2374","Northcote",1,1,3,1310000
"2375","Northcote",1,1,4,1667500
"2376","Northcote",1,2,1,435000
"2377","Northcote",1,2,2,1035000
"2378","Northcote",1,2,3,1225000
"2379","Northcote",1,2,4,1700000
"2380","Northcote",1,3,2,1372500
"2381","Northcote",1,3,3,1582500
"2382","Northcote",2,0,3,1228750
"2383","Northcote",2,0,5,1750000
"2384","Northcote",2,1,2,680000
"2385","Northcote",2,1,3,1377500
"2386","Northcote",2,1,4,1650000
"2387","Northcote",2,1,5,2175000
"2388","Northcote",2,2,2,1205000
"2389","Northcote",2,2,3,1141250
"2390","Northcote",2,2,4,1822500
"2391","Northcote",2,2,6,2e+06
"2392","Northcote",2,3,3,1900000
"2393","Northcote",2,3,4,2340000
"2394","Northcote",2,4,3,2750000
"2395","Northcote",3,1,5,1700000
"2396","Northcote",3,2,4,2250000
"2397","Northcote",3,2,5,1820000
"2398","Northcote",3,3,4,2700000
"2399","Notting Hill",1,1,3,840000
"2400","Notting Hill",1,3,3,1100000
"2401","Notting Hill",3,3,4,1211000
"2402","Nunawading",1,1,2,676000
"2403","Nunawading",1,1,3,1059000
"2404","Nunawading",1,2,3,986000
"2405","Nunawading",2,2,3,824500
"2406","Nunawading",2,2,4,1075000
"2407","Nunawading",2,3,4,1100000
"2408","Nunawading",3,2,4,1175000
"2409","Nunawading",3,2,5,1060000
"2410","Oak Park",1,0,3,706000
"2411","Oak Park",1,1,2,545000
"2412","Oak Park",1,1,3,725000
"2413","Oak Park",1,2,3,601000
"2414","Oak Park",1,2,4,855333
"2415","Oak Park",1,3,3,810000
"2416","Oak Park",2,1,2,790000
"2417","Oak Park",2,1,3,755000
"2418","Oak Park",2,2,3,770000
"2419","Oak Park",2,2,4,1199000
"2420","Oak Park",2,2,5,9e+05
"2421","Oak Park",2,4,4,1071888
"2422","Oak Park",2,4,5,1100000
"2423","Oak Park",4,4,5,1390000
"2424","Oakleigh",1,0,2,875000
"2425","Oakleigh",1,1,2,352500
"2426","Oakleigh",1,1,3,820000
"2427","Oakleigh",1,2,2,865000
"2428","Oakleigh",1,2,3,1033000
"2429","Oakleigh",1,2,4,1180000
"2430","Oakleigh",2,1,4,1495000
"2431","Oakleigh",2,2,2,750000
"2432","Oakleigh",2,2,3,1050000
"2433","Oakleigh",2,2,4,1580000
"2434","Oakleigh",2,2,5,1750000
"2435","Oakleigh",3,2,4,1160000
"2436","Oakleigh",3,2,5,1475500
"2437","Oakleigh",3,4,4,1600000
"2438","Oakleigh",3,4,5,1828000
"2439","Oakleigh East",1,1,2,1114000
"2440","Oakleigh East",1,1,3,740000
"2441","Oakleigh East",1,2,3,1210000
"2442","Oakleigh East",1,3,2,1150000
"2443","Oakleigh East",2,1,3,820000
"2444","Oakleigh East",2,2,3,936000
"2445","Oakleigh East",2,2,4,912000
"2446","Oakleigh South",1,1,2,752500
"2447","Oakleigh South",1,1,3,1015250
"2448","Oakleigh South",1,2,1,802000
"2449","Oakleigh South",1,2,3,1014750
"2450","Oakleigh South",1,4,3,1042500
"2451","Oakleigh South",2,1,3,875000
"2452","Oakleigh South",2,1,4,893673.5
"2453","Oakleigh South",2,2,3,1050000
"2454","Oakleigh South",2,2,4,1060000
"2455","Oakleigh South",2,2,5,9e+05
"2456","Oakleigh South",2,4,4,1410000
"2457","Oakleigh South",2,6,6,1900000
"2458","Officer",2,2,4,563000
"2459","Ormond",1,1,1,327000
"2460","Ormond",1,1,2,480000
"2461","Ormond",1,1,3,1131000
"2462","Ormond",1,2,2,1177000
"2463","Ormond",1,2,3,1319000
"2464","Ormond",1,2,4,2250000
"2465","Ormond",2,1,3,932000
"2466","Ormond",2,1,4,1918000
"2467","Ormond",2,2,3,1385500
"2468","Ormond",2,2,4,1607500
"2469","Ormond",2,2,5,2250000
"2470","Ormond",2,3,3,822500
"2471","Ormond",2,3,4,1700000
"2472","Ormond",3,1,4,1845000
"2473","Ormond",3,2,4,1565000
"2474","Ormond",3,4,5,2110000
"2475","Pakenham",1,0,3,510000
"2476","Pakenham",1,2,3,480000
"2477","Pakenham",2,1,4,571000
"2478","Pakenham",2,2,3,493000
"2479","Pakenham",2,2,4,539250
"2480","Pakenham",2,2,5,490000
"2481","Parkdale",1,1,1,503750
"2482","Parkdale",1,1,3,1147500
"2483","Parkdale",1,2,3,1407500
"2484","Parkdale",1,4,2,1270000
"2485","Parkdale",2,1,4,1875000
"2486","Parkdale",2,2,3,1165000
"2487","Parkdale",2,2,4,1300000
"2488","Parkdale",2,3,4,2185000
"2489","Parkdale",2,4,4,1137500
"2490","Parkdale",2,5,4,1320000
"2491","Parkdale",3,3,4,2475000
"2492","Parkville",1,0,2,1265000
"2493","Parkville",1,0,4,1928000
"2494","Parkville",1,1,1,526000
"2495","Parkville",1,1,2,1805000
"2496","Parkville",2,1,2,2200000
"2497","Parkville",2,1,3,2675000
"2498","Parkville",2,1,4,2236000
"2499","Parkville",2,2,3,1403000
"2500","Parkville",2,2,4,1230000
"2501","Pascoe Vale",1,0,3,736000
"2502","Pascoe Vale",1,1,1,257500
"2503","Pascoe Vale",1,1,2,522750
"2504","Pascoe Vale",1,1,3,704000
"2505","Pascoe Vale",1,1,4,860000
"2506","Pascoe Vale",1,2,2,710500
"2507","Pascoe Vale",1,2,3,731000
"2508","Pascoe Vale",1,2,4,710000
"2509","Pascoe Vale",1,3,3,872500
"2510","Pascoe Vale",1,4,3,685000
"2511","Pascoe Vale",2,1,3,750000
"2512","Pascoe Vale",2,1,4,810000
"2513","Pascoe Vale",2,2,3,826000
"2514","Pascoe Vale",2,2,4,985000
"2515","Pascoe Vale",2,2,5,954000
"2516","Pascoe Vale",2,3,4,780000
"2517","Pascoe Vale",2,4,3,1199000
"2518","Pascoe Vale",2,4,4,1260000
"2519","Pascoe Vale",3,1,3,695000
"2520","Pascoe Vale",3,2,3,780000
"2521","Pascoe Vale",3,3,5,1501000
"2522","Patterson Lakes",2,2,4,975000
"2523","Plumpton",2,2,4,625500
"2524","Point Cook",1,1,3,587500
"2525","Point Cook",2,1,4,650000
"2526","Point Cook",2,2,3,540000
"2527","Point Cook",2,2,4,693500
"2528","Point Cook",2,2,5,717760
"2529","Point Cook",3,2,4,930000
"2530","Port Melbourne",1,0,2,1108000
"2531","Port Melbourne",1,0,3,1382000
"2532","Port Melbourne",1,1,1,485000
"2533","Port Melbourne",1,1,2,655000
"2534","Port Melbourne",1,1,3,1350000
"2535","Port Melbourne",1,2,2,890000
"2536","Port Melbourne",1,2,3,1402500
"2537","Port Melbourne",1,2,5,2350000
"2538","Port Melbourne",2,0,2,1e+06
"2539","Port Melbourne",2,0,3,2080000
"2540","Port Melbourne",2,1,2,795000
"2541","Port Melbourne",2,1,3,1570000
"2542","Port Melbourne",2,1,4,1745000
"2543","Port Melbourne",2,2,2,1030000
"2544","Port Melbourne",2,2,3,1677500
"2545","Port Melbourne",2,3,4,2132500
"2546","Port Melbourne",3,0,3,1400000
"2547","Port Melbourne",3,0,5,2725000
"2548","Port Melbourne",3,1,3,2926000
"2549","Port Melbourne",3,1,4,1915000
"2550","Port Melbourne",3,2,3,1845000
"2551","Port Melbourne",3,2,4,2455000
"2552","Prahran",1,0,1,860000
"2553","Prahran",1,0,2,1180000
"2554","Prahran",1,0,3,1650000
"2555","Prahran",1,1,1,466000
"2556","Prahran",1,1,2,691500
"2557","Prahran",1,1,3,1646000
"2558","Prahran",1,2,1,4e+05
"2559","Prahran",1,2,2,1500000
"2560","Prahran",2,0,2,1350000
"2561","Prahran",2,0,3,1612000
"2562","Prahran",2,1,2,763000
"2563","Prahran",2,1,3,1555000
"2564","Prahran",2,2,2,2180000
"2565","Prahran",2,2,3,1591500
"2566","Prahran",2,2,4,2635000
"2567","Prahran",2,3,3,1450000
"2568","Prahran",3,1,3,1500000
"2569","Preston",1,0,3,837000
"2570","Preston",1,1,1,385000
"2571","Preston",1,1,2,7e+05
"2572","Preston",1,1,3,920000
"2573","Preston",1,1,4,840000
"2574","Preston",1,2,2,650000
"2575","Preston",1,2,3,947500
"2576","Preston",1,2,4,875000
"2577","Preston",1,3,2,863500
"2578","Preston",1,3,3,980000
"2579","Preston",1,3,4,1495000
"2580","Preston",1,4,2,835000
"2581","Preston",1,4,3,1081000
"2582","Preston",2,1,2,815000
"2583","Preston",2,1,3,1115000
"2584","Preston",2,1,4,910500
"2585","Preston",2,2,2,920000
"2586","Preston",2,2,3,917500
"2587","Preston",2,2,4,1040000
"2588","Preston",2,2,5,1400000
"2589","Preston",2,3,3,1181500
"2590","Preston",2,3,4,1331000
"2591","Preston",2,4,3,1100000
"2592","Preston",3,2,3,885000
"2593","Preston",3,2,4,1260000
"2594","Preston",3,2,5,1570000
"2595","Preston",3,4,5,1350000
"2596","Preston",8,7,9,760000
"2597","Princes Hill",1,0,2,1600000
"2598","Princes Hill",1,0,3,1900000
"2599","Princes Hill",2,1,4,1908000
"2600","Research",2,2,4,930000
"2601","Reservoir",1,0,2,880000
"2602","Reservoir",1,0,3,825000
"2603","Reservoir",1,1,1,270000
"2604","Reservoir",1,1,2,410000
"2605","Reservoir",1,1,3,631250
"2606","Reservoir",1,1,4,1015000
"2607","Reservoir",1,2,1,350000
"2608","Reservoir",1,2,2,528500
"2609","Reservoir",1,2,3,777500
"2610","Reservoir",1,2,4,865000
"2611","Reservoir",1,3,2,865000
"2612","Reservoir",1,3,3,730250
"2613","Reservoir",1,4,3,910000
"2614","Reservoir",1,4,4,9e+05
"2615","Reservoir",1,5,3,8e+05
"2616","Reservoir",1,6,3,1059250
"2617","Reservoir",2,1,2,617500
"2618","Reservoir",2,1,3,625000
"2619","Reservoir",2,2,2,652000
"2620","Reservoir",2,2,3,767500
"2621","Reservoir",2,2,4,885000
"2622","Reservoir",2,2,5,1063750
"2623","Reservoir",2,3,3,830500
"2624","Reservoir",2,3,4,957500
"2625","Reservoir",2,4,3,1005000
"2626","Reservoir",2,4,4,808000
"2627","Reservoir",2,6,5,1e+06
"2628","Reservoir",2,10,4,1112000
"2629","Reservoir",3,1,4,786000
"2630","Reservoir",3,2,3,915000
"2631","Reservoir",3,2,4,852000
"2632","Reservoir",3,3,4,770000
"2633","Reservoir",3,4,5,912000
"2634","Richmond",1,0,1,911000
"2635","Richmond",1,0,2,1125000
"2636","Richmond",1,0,3,1317000
"2637","Richmond",1,0,4,950000
"2638","Richmond",1,1,1,385000
"2639","Richmond",1,1,2,777500
"2640","Richmond",1,1,3,1300000
"2641","Richmond",1,2,2,695000
"2642","Richmond",1,2,3,1312500
"2643","Richmond",1,3,3,1695000
"2644","Richmond",1,3,4,1907000
"2645","Richmond",2,0,2,860000
"2646","Richmond",2,0,3,1250000
"2647","Richmond",2,0,4,1655000
"2648","Richmond",2,1,2,691000
"2649","Richmond",2,1,3,1456000
"2650","Richmond",2,1,4,1618000
"2651","Richmond",2,2,2,890500
"2652","Richmond",2,2,3,1335000
"2653","Richmond",2,2,4,1562500
"2654","Richmond",2,7,3,3e+06
"2655","Richmond",3,1,2,3001000
"2656","Richmond",3,1,3,9e+05
"2657","Richmond",3,2,3,1582000
"2658","Richmond",3,2,4,1212500
"2659","Richmond",3,3,3,1425000
"2660","Richmond",3,3,5,3200000
"2661","Riddells Creek",2,4,4,817000
"2662","Ringwood",1,1,2,1040000
"2663","Ringwood",1,2,2,633000
"2664","Ringwood",1,2,3,1120000
"2665","Ringwood",2,1,3,8e+05
"2666","Ringwood",2,2,3,863750
"2667","Ringwood",2,2,4,1485500
"2668","Ringwood",3,2,5,1230000
"2669","Ringwood",3,6,4,955000
"2670","Ringwood East",1,1,3,788000
"2671","Ringwood East",1,1,4,1200000
"2672","Ringwood East",1,2,2,609000
"2673","Ringwood East",1,2,3,710000
"2674","Ringwood East",1,2,4,1e+06
"2675","Ringwood East",2,1,3,902000
"2676","Ringwood East",2,1,4,1175000
"2677","Ringwood East",2,2,2,937000
"2678","Ringwood East",2,2,3,860000
"2679","Ringwood East",2,2,4,8e+05
"2680","Ringwood East",2,4,3,1400000
"2681","Ringwood East",3,2,4,1675000
"2682","Ringwood North",1,1,3,750000
"2683","Ringwood North",1,2,4,942000
"2684","Ringwood North",2,2,3,755000
"2685","Ringwood North",2,2,4,980000
"2686","Ripponlea",1,1,2,558500
"2687","Ripponlea",2,1,2,755000
"2688","Rosanna",1,0,3,620000
"2689","Rosanna",1,1,2,573000
"2690","Rosanna",1,1,3,867000
"2691","Rosanna",1,2,3,964000
"2692","Rosanna",1,3,3,1050000
"2693","Rosanna",2,1,3,601000
"2694","Rosanna",2,1,4,1250750
"2695","Rosanna",2,2,3,1100000
"2696","Rosanna",2,2,4,1210000
"2697","Rosanna",2,4,4,1270000
"2698","Rosanna",3,2,4,902500
"2699","Rosanna",3,3,5,1170000
"2700","Rowville",2,0,4,860000
"2701","Rowville",2,1,3,735000
"2702","Rowville",2,2,3,807500
"2703","Rowville",2,2,4,925000
"2704","Rowville",2,2,5,870000
"2705","Rowville",2,4,5,956000
"2706","Roxburgh Park",1,1,3,380000
"2707","Roxburgh Park",2,0,4,477000
"2708","Roxburgh Park",2,1,3,570000
"2709","Roxburgh Park",2,1,4,622000
"2710","Roxburgh Park",2,2,3,480000
"2711","Roxburgh Park",2,2,4,615500
"2712","Roxburgh Park",2,3,3,460000
"2713","Roxburgh Park",3,2,4,577500
"2714","Roxburgh Park",3,2,5,675000
"2715","Sandhurst",2,2,4,645000
"2716","Sandhurst",3,2,3,640000
"2717","Sandringham",1,1,2,701750
"2718","Sandringham",1,1,4,1720000
"2719","Sandringham",1,2,3,1512500
"2720","Sandringham",2,0,3,1710000
"2721","Sandringham",2,1,3,1651000
"2722","Sandringham",2,1,4,1875000
"2723","Sandringham",2,2,3,1800000
"2724","Sandringham",2,2,4,1915000
"2725","Sandringham",3,2,4,1262500
"2726","Sandringham",3,2,5,2290000
"2727","Scoresby",1,2,3,890000
"2728","Scoresby",2,2,3,870000
"2729","Scoresby",2,2,4,1080000
"2730","Scoresby",2,3,4,962000
"2731","Scoresby",4,2,4,1358000
"2732","Seabrook",1,2,3,515000
"2733","Seabrook",2,2,3,570000
"2734","Seabrook",2,2,4,759000
"2735","Seaford",1,1,2,386000
"2736","Seaford",1,1,3,760000
"2737","Seaford",1,2,3,665000
"2738","Seaford",1,2,4,8e+05
"2739","Seaford",1,3,3,850000
"2740","Seaford",2,0,4,8e+05
"2741","Seaford",2,2,3,763500
"2742","Seaford",2,2,4,875000
"2743","Seaford",2,3,4,768000
"2744","Seaford",2,4,4,763000
"2745","Seaholme",2,6,3,1360000
"2746","Seaholme",3,6,5,1415000
"2747","Seddon",1,0,2,885000
"2748","Seddon",1,0,3,1010000
"2749","Seddon",1,1,2,823500
"2750","Seddon",1,1,3,1145000
"2751","Seddon",1,2,2,628750
"2752","Seddon",1,2,3,1395000
"2753","Seddon",2,1,2,896250
"2754","Seddon",2,1,3,997500
"2755","Seddon",2,1,4,1201000
"2756","Seddon",2,2,3,897500
"2757","Seddon",2,3,4,1455000
"2758","Seddon",3,1,4,1502000
"2759","Seddon",3,1,5,1275000
"2760","Seddon",3,2,3,1330000
"2761","Skye",1,1,3,520000
"2762","Skye",2,1,4,555698
"2763","South Kingsville",1,1,2,463000
"2764","South Kingsville",1,2,3,508000
"2765","South Kingsville",1,3,5,930000
"2766","South Kingsville",1,5,3,985000
"2767","South Kingsville",2,1,2,650000
"2768","South Kingsville",2,2,3,760000
"2769","South Kingsville",3,1,4,915000
"2770","South Kingsville",3,2,4,1030000
"2771","South Melbourne",1,0,1,855000
"2772","South Melbourne",1,0,2,980000
"2773","South Melbourne",1,0,3,1951500
"2774","South Melbourne",1,1,1,433750
"2775","South Melbourne",1,1,2,561000
"2776","South Melbourne",1,1,3,1750000
"2777","South Melbourne",2,0,3,1595000
"2778","South Melbourne",2,0,4,1620000
"2779","South Melbourne",2,1,2,1200000
"2780","South Melbourne",2,1,3,1600000
"2781","South Melbourne",2,2,2,1050000
"2782","South Melbourne",2,2,3,1720000
"2783","South Melbourne",2,3,3,1250000
"2784","South Melbourne",3,0,5,2260000
"2785","South Melbourne",3,1,4,1990000
"2786","South Melbourne",3,2,4,1615000
"2787","South Melbourne",3,3,3,2200000
"2788","South Morang",1,1,2,345000
"2789","South Morang",1,2,3,611000
"2790","South Morang",1,4,3,520000
"2791","South Morang",2,1,3,5e+05
"2792","South Morang",2,2,3,540000
"2793","South Morang",2,2,4,687250
"2794","South Morang",2,3,4,621000
"2795","South Morang",2,4,3,644000
"2796","South Morang",3,2,4,783500
"2797","South Morang",3,2,5,703500
"2798","South Morang",3,3,5,920000
"2799","South Morang",5,3,5,905000
"2800","South Yarra",1,0,1,367000
"2801","South Yarra",1,0,2,1125000
"2802","South Yarra",1,0,3,906000
"2803","South Yarra",1,1,0,535000
"2804","South Yarra",1,1,1,404500
"2805","South Yarra",1,1,2,659000
"2806","South Yarra",1,1,3,1670000
"2807","South Yarra",1,1,4,3030000
"2808","South Yarra",1,2,2,975000
"2809","South Yarra",2,0,2,1085000
"2810","South Yarra",2,0,3,2200000
"2811","South Yarra",2,0,4,5700000
"2812","South Yarra",2,1,2,1350000
"2813","South Yarra",2,1,3,1832500
"2814","South Yarra",2,1,4,1855500
"2815","South Yarra",2,2,2,1145000
"2816","South Yarra",2,2,3,1655000
"2817","South Yarra",2,2,4,2910000
"2818","South Yarra",3,2,3,3e+06
"2819","Southbank",1,0,1,455000
"2820","Southbank",1,1,1,422000
"2821","Southbank",1,1,2,595000
"2822","Southbank",1,1,3,720000
"2823","Southbank",2,1,2,6e+05
"2824","Southbank",2,1,3,804000
"2825","Southbank",2,2,2,8e+05
"2826","Southbank",3,1,4,1120000
"2827","Spotswood",1,0,3,927000
"2828","Spotswood",1,1,1,380000
"2829","Spotswood",1,1,2,1013500
"2830","Spotswood",1,1,3,855000
"2831","Spotswood",1,2,2,850000
"2832","Spotswood",1,2,3,1151000
"2833","Spotswood",1,2,4,690000
"2834","Spotswood",2,0,4,860750
"2835","Spotswood",2,2,4,895000
"2836","Spotswood",2,3,4,1315000
"2837","Spotswood",2,5,4,1161000
"2838","Spotswood",3,2,3,840000
"2839","Spotswood",3,3,4,1060000
"2840","Springvale",1,2,2,820000
"2841","Springvale",1,2,3,880000
"2842","Springvale",1,4,3,881000
"2843","Springvale",2,2,3,790000
"2844","Springvale South",1,2,3,7e+05
"2845","St Albans",1,0,3,6e+05
"2846","St Albans",1,1,3,5e+05
"2847","St Albans",1,2,2,610000
"2848","St Albans",1,2,3,618000
"2849","St Albans",1,2,4,620000
"2850","St Albans",1,3,4,631000
"2851","St Albans",1,8,3,622000
"2852","St Albans",2,1,3,635000
"2853","St Albans",2,1,4,520000
"2854","St Albans",2,2,3,641000
"2855","St Albans",2,2,4,615500
"2856","St Albans",2,4,4,660000
"2857","St Albans",3,2,5,620000
"2858","St Helena",2,2,3,897000
"2859","St Helena",2,2,4,870000
"2860","St Helena",3,3,5,1387000
"2861","St Kilda",1,0,1,517500
"2862","St Kilda",1,0,2,701000
"2863","St Kilda",1,0,3,1e+06
"2864","St Kilda",1,1,1,430000
"2865","St Kilda",1,1,2,511750
"2866","St Kilda",1,1,3,1345000
"2867","St Kilda",1,2,2,1270000
"2868","St Kilda",1,2,3,1310000
"2869","St Kilda",2,1,2,575000
"2870","St Kilda",2,1,3,2102000
"2871","St Kilda",2,1,4,3140000
"2872","St Kilda",2,2,2,650500
"2873","St Kilda",2,2,3,1500000
"2874","St Kilda",2,2,4,1925000
"2875","St Kilda",2,3,3,1891000
"2876","St Kilda",2,3,4,1800000
"2877","St Kilda",3,3,5,5046000
"2878","St Kilda",4,4,5,4400000
"2879","Strathmore",1,0,2,1300000
"2880","Strathmore",1,1,3,1430000
"2881","Strathmore",1,1,4,810000
"2882","Strathmore",1,2,3,1052000
"2883","Strathmore",1,2,4,1350000
"2884","Strathmore",1,3,3,1848000
"2885","Strathmore",2,1,2,790000
"2886","Strathmore",2,1,3,1025000
"2887","Strathmore",2,1,4,1370000
"2888","Strathmore",2,2,3,1021000
"2889","Strathmore",2,2,4,1340000
"2890","Strathmore",2,2,5,910000
"2891","Strathmore",2,3,3,1033500
"2892","Strathmore",2,3,4,1635000
"2893","Strathmore",2,4,3,1500000
"2894","Strathmore",2,4,5,1485000
"2895","Strathmore",3,2,3,1280000
"2896","Strathmore",3,2,4,1610000
"2897","Strathmore",3,2,5,2045000
"2898","Strathmore",3,3,3,1245000
"2899","Strathmore",3,4,7,2e+06
"2900","Strathmore",5,2,5,3300000
"2901","Strathmore Heights",1,2,3,1e+06
"2902","Strathmore Heights",2,2,3,8e+05
"2903","Strathmore Heights",2,2,4,1260000
"2904","Strathmore Heights",3,2,4,931999
"2905","Sunbury",1,1,2,360000
"2906","Sunbury",1,1,3,480000
"2907","Sunbury",1,2,2,367000
"2908","Sunbury",1,2,3,515000
"2909","Sunbury",1,3,3,484500
"2910","Sunbury",1,4,3,456500
"2911","Sunbury",1,6,3,455000
"2912","Sunbury",2,0,3,468000
"2913","Sunbury",2,0,4,450000
"2914","Sunbury",2,1,3,520000
"2915","Sunbury",2,1,4,6e+05
"2916","Sunbury",2,2,3,505750
"2917","Sunbury",2,2,4,585000
"2918","Sunbury",2,2,5,675000
"2919","Sunbury",2,3,3,566000
"2920","Sunbury",2,3,4,580000
"2921","Sunbury",2,4,3,482000
"2922","Sunbury",2,6,4,840000
"2923","Sunbury",3,2,5,675000
"2924","Sunshine",1,0,2,615000
"2925","Sunshine",1,0,3,710000
"2926","Sunshine",1,0,4,1350500
"2927","Sunshine",1,1,2,425000
"2928","Sunshine",1,1,3,687250
"2929","Sunshine",1,1,4,652500
"2930","Sunshine",1,2,2,611000
"2931","Sunshine",1,2,3,745000
"2932","Sunshine",1,2,4,890000
"2933","Sunshine",1,3,3,870000
"2934","Sunshine",1,3,4,945800
"2935","Sunshine",1,4,3,927500
"2936","Sunshine",1,6,4,990000
"2937","Sunshine",2,0,4,726000
"2938","Sunshine",2,1,3,7e+05
"2939","Sunshine",2,2,2,410000
"2940","Sunshine",2,2,3,940000
"2941","Sunshine",2,2,4,980000
"2942","Sunshine",2,3,4,972500
"2943","Sunshine North",1,0,3,650000
"2944","Sunshine North",1,1,2,560000
"2945","Sunshine North",1,1,3,503000
"2946","Sunshine North",1,2,2,6e+05
"2947","Sunshine North",1,2,3,695000
"2948","Sunshine North",1,2,4,736000
"2949","Sunshine North",1,3,3,502500
"2950","Sunshine North",1,4,2,435000
"2951","Sunshine North",1,6,2,1190000
"2952","Sunshine North",2,0,3,7e+05
"2953","Sunshine North",2,1,4,825000
"2954","Sunshine North",2,2,3,730750
