"","Suburb","Bathroom","Car","Bedroom","med_price"
"2955","Sunshine North",2,2,5,605000
"2956","Sunshine North",2,3,4,665000
"2957","Sunshine North",2,4,6,750000
"2958","Sunshine North",2,5,4,735000
"2959","Sunshine North",3,2,3,620000
"2960","Sunshine North",3,3,5,750000
"2961","Sunshine West",1,0,3,690000
"2962","Sunshine West",1,1,2,350000
"2963","Sunshine West",1,1,3,586000
"2964","Sunshine West",1,1,4,510000
"2965","Sunshine West",1,2,1,280000
"2966","Sunshine West",1,2,3,549250
"2967","Sunshine West",1,3,3,560000
"2968","Sunshine West",1,4,3,684000
"2969","Sunshine West",1,6,3,451000
"2970","Sunshine West",2,1,3,557500
"2971","Sunshine West",2,2,3,567500
"2972","Sunshine West",2,2,4,693750
"2973","Sunshine West",2,2,5,621000
"2974","Sunshine West",2,3,4,645000
"2975","Sunshine West",2,4,4,681000
"2976","Sunshine West",2,6,3,682750
"2977","Sunshine West",3,1,3,450000
"2978","Sunshine West",3,2,3,521000
"2979","Sunshine West",4,2,3,485000
"2980","Surrey Hills",1,0,2,1260000
"2981","Surrey Hills",1,1,1,656000
"2982","Surrey Hills",1,1,2,7e+05
"2983","Surrey Hills",1,1,3,1700000
"2984","Surrey Hills",1,1,4,1700000
"2985","Surrey Hills",1,2,2,740000
"2986","Surrey Hills",1,2,3,1715000
"2987","Surrey Hills",1,2,4,1600000
"2988","Surrey Hills",1,9,3,2100000
"2989","Surrey Hills",2,0,5,2505000
"2990","Surrey Hills",2,1,0,1560000
"2991","Surrey Hills",2,1,1,770500
"2992","Surrey Hills",2,1,2,1250000
"2993","Surrey Hills",2,1,3,1725000
"2994","Surrey Hills",2,1,4,1251000
"2995","Surrey Hills",2,1,5,1518000
"2996","Surrey Hills",2,2,3,1901000
"2997","Surrey Hills",2,2,4,2027500
"2998","Surrey Hills",2,2,5,2100000
"2999","Surrey Hills",2,3,4,2900000
"3000","Surrey Hills",2,4,4,2300000
"3001","Surrey Hills",3,2,3,1750000
"3002","Surrey Hills",3,2,4,2128000
"3003","Surrey Hills",3,2,5,2400000
"3004","Surrey Hills",3,4,4,2530000
"3005","Surrey Hills",3,4,5,2325000
"3006","Surrey Hills",3,7,4,2100000
"3007","Sydenham",2,1,3,471000
"3008","Sydenham",2,2,3,585000
"3009","Sydenham",2,2,4,740000
"3010","Sydenham",2,2,5,683000
"3011","Tarneit",1,1,3,350000
"3012","Tarneit",2,2,3,516000
"3013","Tarneit",2,2,4,532500
"3014","Tarneit",2,2,5,610000
"3015","Taylors Hill",2,1,3,530000
"3016","Taylors Hill",2,2,3,584000
"3017","Taylors Hill",2,2,4,692500
"3018","Taylors Hill",2,3,4,830000
"3019","Taylors Hill",2,4,4,692000
"3020","Taylors Hill",3,2,5,725500
"3021","Taylors Lakes",2,1,3,705000
"3022","Taylors Lakes",2,2,3,502000
"3023","Taylors Lakes",2,2,4,751000
"3024","Taylors Lakes",2,2,5,780000
"3025","Taylors Lakes",3,2,4,994500
"3026","Taylors Lakes",3,4,5,725000
"3027","Templestowe",2,2,3,1350000
"3028","Templestowe",2,2,4,1370000
"3029","Templestowe",3,2,4,1550000
"3030","Templestowe",3,2,5,1940000
"3031","Templestowe",3,3,4,1860000
"3032","Templestowe",3,4,5,2102000
"3033","Templestowe",4,3,6,3030000
"3034","Templestowe Lower",1,1,2,704500
"3035","Templestowe Lower",1,1,3,1210000
"3036","Templestowe Lower",1,2,3,1210000
"3037","Templestowe Lower",1,2,4,903000
"3038","Templestowe Lower",2,0,4,1150000
"3039","Templestowe Lower",2,1,3,1145500
"3040","Templestowe Lower",2,1,4,1375000
"3041","Templestowe Lower",2,2,3,1146500
"3042","Templestowe Lower",2,2,4,1209000
"3043","Templestowe Lower",2,2,5,1410000
"3044","Templestowe Lower",2,3,4,1030000
"3045","Templestowe Lower",2,4,4,1165000
"3046","Templestowe Lower",2,5,4,790000
"3047","Templestowe Lower",3,2,4,1130000
"3048","Templestowe Lower",3,2,5,1175000
"3049","Templestowe Lower",3,2,6,1855000
"3050","Templestowe Lower",3,3,5,1506000
"3051","Templestowe Lower",3,4,5,750000
"3052","Templestowe Lower",3,6,4,1390000
"3053","Templestowe Lower",4,2,4,1585000
"3054","Templestowe Lower",4,2,5,1892500
"3055","The Basin",1,1,3,477000
"3056","Thomastown",1,1,2,407000
"3057","Thomastown",1,1,3,657000
"3058","Thomastown",1,2,3,641000
"3059","Thomastown",1,4,3,720000
"3060","Thomastown",1,4,4,645000
"3061","Thomastown",1,6,3,625000
"3062","Thomastown",2,2,3,745000
"3063","Thomastown",2,2,4,841000
"3064","Thornbury",1,0,1,517500
"3065","Thornbury",1,0,2,1007500
"3066","Thornbury",1,0,3,1167500
"3067","Thornbury",1,1,1,348500
"3068","Thornbury",1,1,2,716000
"3069","Thornbury",1,1,3,1140000
"3070","Thornbury",1,2,2,845000
"3071","Thornbury",1,2,3,1260500
"3072","Thornbury",1,2,4,1626000
"3073","Thornbury",1,3,2,1170000
"3074","Thornbury",1,4,4,1850000
"3075","Thornbury",1,6,3,1610000
"3076","Thornbury",2,0,4,1478000
"3077","Thornbury",2,1,2,1400000
"3078","Thornbury",2,1,3,1200000
"3079","Thornbury",2,1,4,1499444
"3080","Thornbury",2,2,2,960000
"3081","Thornbury",2,2,3,1160000
"3082","Thornbury",2,2,4,1266750
"3083","Thornbury",2,3,3,1310000
"3084","Thornbury",2,3,4,1375000
"3085","Thornbury",3,1,3,1235000
"3086","Thornbury",3,2,3,701000
"3087","Thornbury",3,2,4,1735000
"3088","Toorak",1,0,3,1562000
"3089","Toorak",1,1,1,453500
"3090","Toorak",1,1,2,668500
"3091","Toorak",1,1,3,895000
"3092","Toorak",1,2,2,511000
"3093","Toorak",2,1,3,1625000
"3094","Toorak",2,2,2,967500
"3095","Toorak",2,2,3,1860000
"3096","Toorak",2,2,4,2620000
"3097","Toorak",2,4,3,2840000
"3098","Toorak",3,2,3,2650000
"3099","Toorak",3,2,4,5e+06
"3100","Toorak",4,2,4,4200000
"3101","Toorak",4,5,4,5500000
"3102","Travancore",1,1,2,341500
"3103","Travancore",1,4,2,972000
"3104","Travancore",2,1,3,1257000
"3105","Travancore",2,1,4,1562000
"3106","Travancore",3,2,3,1740000
"3107","Truganina",2,1,3,390000
"3108","Truganina",2,2,3,557500
"3109","Truganina",2,2,4,609000
"3110","Tullamarine",1,1,2,3e+05
"3111","Tullamarine",1,1,3,610000
"3112","Tullamarine",1,2,3,695000
"3113","Tullamarine",1,3,4,586000
"3114","Tullamarine",1,4,3,805000
"3115","Tullamarine",2,1,3,615500
"3116","Tullamarine",2,2,3,7e+05
"3117","Tullamarine",2,2,4,815000
"3118","Upwey",2,3,5,1075000
"3119","Vermont",1,0,3,1111500
"3120","Vermont",1,1,3,988000
"3121","Vermont",1,4,3,903000
"3122","Vermont",1,4,4,1133000
"3123","Vermont",2,0,4,980000
"3124","Vermont",2,2,3,820000
"3125","Vermont",2,2,4,1285000
"3126","Vermont",2,2,5,1300000
"3127","Vermont",2,3,4,1210000
"3128","Vermont",2,4,4,1235000
"3129","Vermont South",2,2,3,1120000
"3130","Vermont South",2,2,4,1246000
"3131","Vermont South",2,4,3,1170000
"3132","Vermont South",3,2,5,1360000
"3133","Viewbank",1,1,2,546000
"3134","Viewbank",1,1,4,730000
"3135","Viewbank",1,2,2,555000
"3136","Viewbank",1,2,3,817500
"3137","Viewbank",2,1,4,1122500
"3138","Viewbank",2,2,3,905000
"3139","Viewbank",2,2,4,1050000
"3140","Viewbank",2,3,4,1155000
"3141","Viewbank",2,4,3,880000
"3142","Viewbank",3,2,4,1010000
"3143","Viewbank",3,2,5,1037500
"3144","Wallan",1,1,3,366000
"3145","Wallan",1,2,3,411000
"3146","Wallan",1,4,3,484000
"3147","Wallan",2,2,3,430000
"3148","Wantirna",2,2,3,812000
"3149","Wantirna",2,2,4,975000
"3150","Wantirna",3,2,4,1085000
"3151","Wantirna",3,3,4,1188888
"3152","Wantirna",3,4,4,925000
"3153","Wantirna South",1,1,3,622000
"3154","Wantirna South",1,2,3,630000
"3155","Wantirna South",1,4,3,1261000
"3156","Wantirna South",2,2,3,980000
"3157","Wantirna South",2,2,4,1055000
"3158","Wantirna South",2,2,5,1227500
"3159","Wantirna South",2,2,6,1180000
"3160","Wantirna South",2,3,4,1060000
"3161","Wantirna South",2,4,5,1180000
"3162","Wantirna South",3,2,4,1045000
"3163","Wantirna South",3,2,5,1235000
"3164","Wantirna South",3,6,4,1440000
"3165","Warrandyte",2,0,3,826000
"3166","Warrandyte",3,2,4,1231000
"3167","Warrandyte",3,2,5,1162000
"3168","Warrandyte",3,6,5,3250000
"3169","Waterways",2,2,4,1232000
"3170","Watsonia",1,0,3,660000
"3171","Watsonia",1,1,2,652500
"3172","Watsonia",1,1,3,673500
"3173","Watsonia",1,2,2,662000
"3174","Watsonia",1,2,3,792000
"3175","Watsonia",1,2,4,731000
"3176","Watsonia",1,2,5,826000
"3177","Watsonia",2,0,3,860500
"3178","Watsonia",2,1,3,865000
"3179","Watsonia",2,2,3,671000
"3180","Watsonia",2,2,4,966250
"3181","Watsonia",3,2,3,1171000
"3182","Watsonia North",1,1,3,7e+05
"3183","Watsonia North",1,2,3,710000
"3184","Watsonia North",1,3,4,710000
"3185","Watsonia North",1,4,3,650000
"3186","Watsonia North",2,1,3,655000
"3187","Watsonia North",2,2,4,879000
"3188","Watsonia North",2,5,4,1405000
"3189","Wattle Glen",2,2,4,835000
"3190","Werribee",1,0,3,472000
"3191","Werribee",1,1,2,441000
"3192","Werribee",1,1,3,480000
"3193","Werribee",1,2,3,493250
"3194","Werribee",1,3,3,452000
"3195","Werribee",1,4,4,455000
"3196","Werribee",2,0,3,490000
"3197","Werribee",2,0,4,482500
"3198","Werribee",2,1,3,515000
"3199","Werribee",2,1,4,572500
"3200","Werribee",2,2,3,519500
"3201","Werribee",2,2,4,621000
"3202","Werribee",2,3,4,720000
"3203","Werribee",2,4,3,449500
"3204","Werribee",2,4,4,603500
"3205","Werribee",2,4,5,640000
"3206","Werribee",3,2,3,627500
"3207","West Footscray",1,0,2,580000
"3208","West Footscray",1,1,1,288000
"3209","West Footscray",1,1,2,450000
"3210","West Footscray",1,1,3,805000
"3211","West Footscray",1,1,4,771000
"3212","West Footscray",1,2,2,830000
"3213","West Footscray",1,2,3,865000
"3214","West Footscray",1,2,4,1060750
"3215","West Footscray",1,3,3,848750
"3216","West Footscray",1,4,3,1575000
"3217","West Footscray",2,1,3,1155000
"3218","West Footscray",2,1,4,530000
"3219","West Footscray",2,2,3,900250
"3220","West Footscray",2,2,4,1110000
"3221","West Footscray",2,3,3,987500
"3222","West Footscray",2,3,4,837000
"3223","West Footscray",2,4,4,1325000
"3224","West Footscray",3,2,3,1060000
"3225","West Footscray",3,2,6,1020000
"3226","West Melbourne",1,1,1,471000
"3227","West Melbourne",1,1,2,640000
"3228","West Melbourne",1,1,3,995000
"3229","West Melbourne",1,1,4,1230000
"3230","West Melbourne",2,1,2,1013000
"3231","West Melbourne",2,1,3,1080000
"3232","West Melbourne",2,1,4,2371000
"3233","West Melbourne",2,2,2,8e+05
"3234","West Melbourne",3,1,3,1120000
"3235","West Melbourne",3,2,2,1260000
"3236","West Melbourne",3,2,3,1690000
"3237","Westmeadows",1,2,3,555000
"3238","Westmeadows",2,1,3,635000
"3239","Westmeadows",2,2,3,645000
"3240","Westmeadows",2,2,4,755000
"3241","Westmeadows",2,5,4,675000
"3242","Westmeadows",2,6,4,791000
"3243","Westmeadows",3,2,4,821000
"3244","Wheelers Hill",2,2,4,1170000
"3245","Wheelers Hill",2,2,5,1250000
"3246","Wheelers Hill",2,3,4,1171000
"3247","Wheelers Hill",2,3,5,1050000
"3248","Wheelers Hill",5,2,5,2100000
"3249","Whittlesea",2,1,3,601000
"3250","Williams Landing",2,2,3,555000
"3251","Williams Landing",2,2,4,785000
"3252","Williamstown",1,0,3,1210000
"3253","Williamstown",1,1,1,347500
"3254","Williamstown",1,1,2,513500
"3255","Williamstown",1,1,3,1535000
"3256","Williamstown",1,1,4,1126000
"3257","Williamstown",1,2,2,880000
"3258","Williamstown",1,2,3,1780000
"3259","Williamstown",1,3,3,890000
"3260","Williamstown",1,3,4,2255000
"3261","Williamstown",1,5,4,2500000
"3262","Williamstown",2,0,3,1295000
"3263","Williamstown",2,0,4,1680000
"3264","Williamstown",2,1,3,1390000
"3265","Williamstown",2,1,4,1650000
"3266","Williamstown",2,1,5,2720000
"3267","Williamstown",2,2,3,1245000
"3268","Williamstown",2,2,4,2107500
"3269","Williamstown",2,2,5,2550000
"3270","Williamstown",2,3,3,1575000
"3271","Williamstown",3,0,4,2910000
"3272","Williamstown",3,2,3,2910000
"3273","Williamstown",3,2,4,1465000
"3274","Williamstown",3,2,5,2030000
"3275","Williamstown",3,3,4,2440000
"3276","Williamstown North",1,1,2,373750
"3277","Williamstown North",1,1,3,1225000
"3278","Williamstown North",2,2,3,695000
"3279","Williamstown North",2,2,5,1615000
"3280","Williamstown North",2,3,3,1045000
"3281","Williamstown North",2,5,3,1070000
"3282","Windsor",1,0,1,350000
"3283","Windsor",1,1,1,431000
"3284","Windsor",1,1,2,6e+05
"3285","Windsor",1,1,3,1425000
"3286","Windsor",1,2,2,1500000
"3287","Windsor",1,2,3,1370000
"3288","Windsor",1,4,3,2302000
"3289","Windsor",2,1,2,890000
"3290","Windsor",2,1,3,1540000
"3291","Windsor",2,2,2,1177000
"3292","Windsor",2,2,3,1455000
"3293","Windsor",2,2,4,1350000
"3294","Windsor",3,1,3,1910000
"3295","Wollert",2,2,3,555000
"3296","Wollert",2,2,4,615000
"3297","Wollert",3,2,4,797500
"3298","Wyndham Vale",1,1,3,421000
"3299","Wyndham Vale",1,2,3,447500
"3300","Wyndham Vale",2,1,4,5e+05
"3301","Wyndham Vale",2,2,3,548000
"3302","Wyndham Vale",2,2,4,522500
"3303","Yallambie",1,1,3,721000
"3304","Yallambie",2,1,3,767000
"3305","Yallambie",2,2,3,810000
"3306","Yallambie",2,2,4,989000
"3307","Yallambie",2,2,5,1060000
"3308","Yallambie",3,1,4,915000
"3309","Yallambie",3,2,5,1330000
"3310","Yarra Glen",2,1,3,620000
"3311","Yarraville",1,0,2,858500
"3312","Yarraville",1,0,3,1100000
"3313","Yarraville",1,1,1,338000
"3314","Yarraville",1,1,2,739750
"3315","Yarraville",1,1,3,995000
"3316","Yarraville",1,1,4,1343000
"3317","Yarraville",1,2,1,490000
"3318","Yarraville",1,2,2,730000
"3319","Yarraville",1,2,3,950000
"3320","Yarraville",1,3,2,1078000
"3321","Yarraville",1,3,3,1055000
"3322","Yarraville",1,3,4,1850000
"3323","Yarraville",1,4,3,1930000
"3324","Yarraville",1,5,3,725000
"3325","Yarraville",1,5,4,985500
"3326","Yarraville",2,0,2,1040000
"3327","Yarraville",2,0,3,1100000
"3328","Yarraville",2,0,4,1520000
"3329","Yarraville",2,1,2,969000
"3330","Yarraville",2,1,3,970000
"3331","Yarraville",2,1,4,1320000
"3332","Yarraville",2,2,2,640000
"3333","Yarraville",2,2,3,968750
"3334","Yarraville",2,2,4,1235000
"3335","Yarraville",2,2,5,1551000
"3336","Yarraville",2,3,4,1474500
"3337","Yarraville",3,1,3,620000
"3338","Yarraville",3,2,3,1425000
"3339","Yarraville",3,2,4,1663500
"3340","Yarraville",3,2,6,2450000
"3341","Yarraville",3,4,2,1137500
